AIRPORT_CODE,LATITUDE,LONGITUDE,DISPLAY_AIRPORT_NAME,STATE_NAME,STATE_CODE,COUNTRY_NAME,CITY_NAME
BYA,64.07833333,-141.11333333,Boundary Airport,Alaska,AK,United States,Boundary
QQL,48.72583333,-116.29527778,Boundary County,Idaho,ID,United States,Bonners Ferry
HQM,46.97111111,-123.93666667,Bowerman,Washington,WA,United States,Hoquiam
ELN,47.03305556,-120.53055556,Bowers Field,Washington,WA,United States,Ellensburg
BWG,36.96444444,-86.41972222,Bowling Green-Warren County Regional,Kentucky,KY,United States,Bowling Green
LOU,38.22805556,-85.66361111,Bowman Field,Kentucky,KY,United States,Louisville
BWM,46.18694444,-103.42805556,Bowman Municipal,North Dakota,ND,United States,Bowman
MI5,45.16583333,-84.92416667,Boyne Mountain,Michigan,MI,United States,Boyne Falls
BZN,45.77722222,-111.15027778,Bozeman Yellowstone International,Montana,MT,United States,Bozeman
POC,34.09166667,-117.78166667,Brackett Field,California,CA,United States,La Verne
BFD,41.80305556,-78.64,Bradford Regional,Pennsylvania,PA,United States,Bradford
BDL,41.93916667,-72.68333333,Bradley International,Connecticut,CT,United States,Hartford
A23,59.77611111,-151.96361111,Bradley Lake Airport,Alaska,AK,United States,Bradley Lake
A93,59.79166667,-151.26666667,Bradley Lake Project Airport,Alaska,AK,United States,Bradley Lake Project
BRD,46.40416667,-94.13361111,Brainerd Lakes Regional,Minnesota,MN,United States,Brainerd
YBR,49.91,-99.95222222,Brandon Municipal,Manitoba,MB,Canada,Brandon
PA5,39.99,-75.58194444,Brandywine,Pennsylvania,PA,United States,West Chester
BKG,36.53194444,-93.20055556,Branson Airport,Missouri,MO,United States,Branson
BWC,32.99305556,-115.51722222,Brawley Municipal,California,CA,United States,Brawley
LJN,29.03833333,-95.45694444,Brazoria County,Texas,TX,United States,Lake Jackson
PWT,47.49027778,-122.76472222,Bremerton National,Washington,WA,United States,Bremerton
KTS,65.33138889,-166.46583333,Brevig Mission Airport,Alaska,AK,United States,Brevig Mission
WQT,45.29166667,-108.92583333,Bridger Municipal,Montana,MT,United States,Bridger
VA7,38.36666667,-78.96027778,Bridgewater Air Park,Virginia,VA,United States,Bridgewater
BMC,41.55444444,-112.06222222,Brigham City Airport,Utah,UT,United States,Brigham City
YBT,57.88944444,-101.67916667,Brochet Airport,Manitoba,MB,Canada,Brochet
XBR,44.63944444,-75.75027778,Brockville Regional Tackaberry,Ontario,ON,Canada,Brockville
BBW,41.43638889,-99.64222222,Broken Bow Municipal Keith Glaze Field,Nebraska,NE,United States,Broken Bow
ZBM,45.29083333,-72.74194444,Bromont Roland Desourdy,Quebec,QC,Canada,Bromont
YBM,56.68333333,-131.08694444,Bronson Creek Airport,British Columbia,BC,Canada,Bronson Creek
WSH,40.82194444,-72.86694444,Brookhaven,New York,NY,United States,Shirley
BOK,42.07444444,-124.29,Brookings Airport,Oregon,OR,United States,Brookings
BKX,44.30444444,-96.81888889,Brookings Regional,South Dakota,SD,United States,Brookings
BKF,58.6,-156.23333333,Brooks Lake Airport,Alaska,AK,United States,Brooks Lake
RBH,58.55,-155.8,Brooks Lodge Airport,Alaska,AK,United States,Brooks Lodge
JZQ,28.47361111,-82.45555556,Brooksville Tampa Bay Regional,Florida,FL,United States,Brooksville
SDM,32.57222222,-116.98027778,Brown Field Municipal,California,CA,United States,San Diego
BRO,25.91083333,-97.42888889,Brownsville South Padre Island International,Texas,TX,United States,Brownsville
BWD,31.79361111,-98.95638889,Brownwood Regional,Texas,TX,United States,Brownwood
TX4,31.67444444,-99.97694444,Bruce Field,Texas,TX,United States,Ballinger
VZI,31.73333333,-85.80472222,Brundidge Municipal,Alabama,AL,United States,Brundidge
NHZ,43.89222222,-69.93888889,Brunswick Executive,Maine,ME,United States,Brunswick
BQK,31.25916667,-81.46638889,Brunswick Golden Isles,Georgia,GA,United States,Brunswick
BCE,37.70638889,-112.14583333,Bryce Canyon Airport,Utah,UT,United States,Bryce Canyon
CCR,37.98972222,-122.05694444,Buchanan Field,California,CA,United States,Concord
CSE,38.85194444,-106.93277778,Buckhorn Ranch,Colorado,CO,United States,Crested Butte
BKC,65.98166667,-161.14916667,Buckland Airport,Alaska,AK,United States,Buckland
BFK,39.70166667,-104.75166667,Buckley AFB,Colorado,CO,United States,Aurora
YVT,55.84194444,-108.4175,Buffalo Narrows Airport,Saskatchewan,SK,Canada,Buffalo Narrows
BUF,42.94055556,-78.73055556,Buffalo Niagara International,New York,NY,United States,Buffalo
A35,70.17277778,-146.83611111,Bullen Point AFS,Alaska,AK,United States,Kaktovik
BFG,37.54583333,-110.71333333,Bullfrog Basin,Utah,UT,United States,Glen Canyon
BKL,41.51777778,-81.68277778,Burke Lakefront,Ohio,OH,United States,Cleveland
BYI,42.5425,-113.77166667,Burley Municipal,Idaho,ID,United States,Burley/Rupert
NC8,36.04972222,-79.47305556,Burlington Alamance Regional,North Carolina,NC,United States,Burlington
BTV,44.47194444,-73.15333333,Burlington International,Vermont,VT,United States,Burlington
BNO,43.59194444,-118.95555556,Burns Municipal,Oregon,OR,United States,Burns
YDB,61.37055556,-139.04,Burwash,Yukon Territory,YT,Canada,Burwash Landings
HAO,39.36388889,-84.52194444,Butler County Regional Hogan Field,Ohio,OH,United States,Hamilton
BUM,38.28972222,-94.34027778,Butler Memorial,Missouri,MO,United States,Butler
WQH,41.88722222,-121.97555556,Butte Valley,California,CA,United States,Dorris
YKZ,43.86083333,-79.36861111,Buttonville Municipal,Ontario,ON,Canada,Toronto
FCS,38.67972222,-104.76083333,Butts AAF,Colorado,CO,United States,Colorado Springs
BZS,38.86333333,-77.01333333,Buzzards Point Seaplane Base,District of Columbia,DC,United States,Washington
FVI,32.82583333,-91.18777778,Byerley,Louisiana,LA,United States,Lake Providence
CRS,32.02805556,-96.40055556,C David Campbell Field-Corsicana Municipal,Texas,TX,United States,Corsicana
USA,35.38777778,-80.70916667,CONCORD REGIONAL,North Carolina,NC,United States,CONCORD
JQF,35.38777778,-80.70916667,CONCORD REGIONAL,North Carolina,NC,United States,CONCORD
OZR,31.27583333,-85.71333333,Cairns AAF,Alabama,AL,United States,Ozark
CIR,37.06416667,-89.21944444,Cairo Regional,Illinois,IL,United States,Cairo
UXI,56.17166667,-133.49305556,Calder Bay Airport,Alaska,AK,United States,Calder Bay
QAO,44.56916667,-72.01805556,Caledonia County,Vermont,VT,United States,Lyndonville
LLX,44.56916667,-72.01805556,Caledonia County,Vermont,VT,United States,Lyndonville
CXL,32.6675,-115.5175,Calexico International,California,CA,United States,Calexico
YYC,51.1225,-114.01333333,Calgary International,Alberta,AB,Canada,Calgary
CA5,51.10527778,-114.37138889,Calgary Springbank,Alberta,AB,Canada,Calgary
VWI,35.15111111,-118.01666667,California City Municipal,California,CA,United States,California City
ACV,40.97777778,-124.10833333,California Redwood Coast Humboldt County,California,CA,United States,Arcata/Eureka
CTO,40.915,-72.79194444,Calverton Executive Airpark,New York,NY,United States,Calverton
C01,34.21361111,-119.09444444,Camarillo Airport,California,CA,United States,Camarillo
JHY,42.28333333,-71.13333333,Cambridge Airport,Massachusetts,MA,United States,Cambridge
YCB,69.10805556,-105.13722222,Cambridge Bay Airport,Nunavut Territory,NU,Canada,Cambridge Bay
CGE,38.53944444,-76.03027778,Cambridge Dorchester Regional,Maryland,MD,United States,Cambridge
NJ1,39.77833333,-74.94777778,Camden County,New Jersey,NJ,United States,Berlin
QFX,33.40027778,-118.38333333,Camp Fox,California,CA,United States,Avalon
WA1,48.68555556,-122.93472222,Camp Orkila Seaplane Base,Washington,WA,United States,Camp Orkila Eastsound
OQY,66.88333333,-161.48333333,Camp Sivinuvik,Alaska,AK,United States,Sivinuvik
HOP,36.66861111,-87.49611111,Campbell AAF,Kentucky,KY,United States,Hopkinsville
VZD,57.85555556,-153.63333333,Campbell Lagoon Airport,Alaska,AK,United States,Campbell Lagoon
YBL,49.95194444,-125.27305556,Campbell River Airport,British Columbia,BC,Canada,Campbell River
YXC,49.61222222,-115.78194444,Canadian Rockies International,British Columbia,BC,Canada,Cranbrook
N1Y,42.90888889,-77.32527778,Canandaigua Airport,New York,NY,United States,Canandaigua
CDL,65.90777778,-161.92638889,Candle 2,Alaska,AK,United States,Candle
CT4,41.56916667,-73.46194444,Candlelight Farms,Connecticut,CT,United States,New Milford
A54,53.68333333,-166.75,Cannery Bay Airport,Alaska,AK,United States,Cannery Bay
CVS,34.3825,-103.3225,Cannon AFB,New Mexico,NM,United States,Clovis
CNY,38.755,-109.75472222,Canyonlands Field,Utah,UT,United States,Moab
DQY,28.4675,-80.56666667,Cape Canaveral AFS Skid Strip,Florida,FL,United States,Cape Canaveral
FMH,41.65916667,-70.52277778,Cape Cod CGAS,Massachusetts,MA,United States,Falmouth
YTE,64.23027778,-76.52472222,Cape Dorset Airport,Nunavut Territory,NU,Canada,Cape Dorset
YVN,66.59194444,-61.57333333,Cape Dyer Airport,Nunavut Territory,NU,Canada,Cape Dyer
CGI,37.22527778,-89.57083333,Cape Girardeau Regional,Missouri,MO,United States,Cape Girardeau
VZW,57.71666667,-157.71666667,Cape Greig Airport,Alaska,AK,United States,Cape Greig
LUR,68.875,-166.11111111,Cape Lisburne LRRS,Alaska,AK,United States,Cape Lisburne
WWD,39.00833333,-74.90861111,Cape May County,New Jersey,NJ,United States,Cape May
EHM,58.64805556,-162.06305556,Cape Newenham LRRS,Alaska,AK,United States,Cape Newenham
VZV,58.55277778,-161.76861111,Cape Peirce Airport,Alaska,AK,United States,Cape Peirce
CZP,55.965,-133.79333333,Cape Pole Airport,Alaska,AK,United States,Cape Pole
CZF,61.78027778,-166.03861111,Cape Romanzof LRRS,Alaska,AK,United States,Cape Romanzof
CSU,69.02694444,-163.85416667,Cape Sabine Airport,Alaska,AK,United States,Cape Sabine
YCJ,51.93333333,-131.01666667,Cape Saint James Airport,British Columbia,BC,Canada,Cape Saint James
A61,54.5825,-164.91444444,Cape Sarichef Airport,Alaska,AK,United States,Cape Sarichef
A81,70.66277778,-154.83666667,Cape Simpson #1,Alaska,AK,United States,Aglaq
A40,71.05694444,-154.72833333,Cape Simpson Airport,Alaska,AK,United States,Cape Simpson
A79,71.50166667,-154.03388889,Cape Simpson No. 1,Alaska,AK,United States,Cape Simpson
A80,70.57388889,-155.32138889,Cape Simpson No. 7,Alaska,AK,United States,Cape Simpson
CSP,58.19916667,-136.63888889,Cape Spencer C.G. Helipad,Alaska,AK,United States,Cape Spencer
HAR,40.21722222,-76.85138889,Capital City,Pennsylvania,PA,United States,Harrisburg
FFT,38.18166667,-84.90666667,Capital City,Kentucky,KY,United States,Frankfort
LAN,42.77861111,-84.58611111,Capital Region International,Michigan,MI,United States,Lansing
PUC,39.61388889,-110.75166667,Carbon County Regional/Buck Davis Field,Utah,UT,United States,Price
CAR,46.87166667,-68.01805556,Caribou Municipal,Maine,ME,United States,Caribou
PA4,40.18777778,-77.17416667,Carlisle Airport,Pennsylvania,PA,United States,Carlisle
QQG,39.60833333,-77.00777778,Carroll County Regional/Jack B. Poage Field,Maryland,MD,United States,Westminster
A87,58.58305556,-152.44583333,Carry Inlet Airport,Alaska,AK,United States,Carry Inlet
CSN,39.19222222,-119.7325,Carson,Nevada,NV,United States,Carson City
VPC,34.12305556,-84.84861111,Cartersville Airport,Georgia,GA,United States,Cartersville
CGZ,32.955,-111.76694444,Casa Grande Municipal,Arizona,AZ,United States,Casa Grande
ATU,52.8325,173.17555556,Casco Cove CGS,Alaska,AK,United States,Attu
PVZ,41.73527778,-81.22055556,Casement,Ohio,OH,United States,Painesville
CPR,42.90583333,-106.46361111,Casper/Natrona County International,Wyoming,WY,United States,Casper
MER,37.38055556,-120.56805556,Castle,California,CA,United States,Atwater
YCG,49.29611111,-117.6325,Castlegar West Kootenay Regional,British Columbia,BC,Canada,Castlegar/Nelson/Trail
T5X,29.3425,-98.85111111,Castroville Municipal,Texas,TX,United States,Castroville 
YAC,51.72722222,-91.82444444,Cat Lake Airport,Ontario,ON,Canada,Cat Lake
CIB,33.405,-118.41583333,Catalina,California,CA,United States,Avalon
AVX,33.405,-118.41583333,Catalina,California,CA,United States,Avalon
SPQ,33.74861111,-118.275,Catalina Air-Sea Terminal Heliport,California,CA,United States,San Pedro
A69,55.74,-162.12527778,Cathedral Strip,Alaska,AK,United States,Cold Bay
OLE,42.24111111,-78.37138889,Cattaraugus County-Olean,New York,NY,United States,Olean
CNM,32.3375,-104.26333333,Cavern City Air Terminal,New Mexico,NM,United States,Carlsbad
VQQ,30.21888889,-81.87722222,Cecil,Florida,FL,United States,Jacksonville
NZC,30.21861111,-81.87666667,Cecil Field,Florida,FL,United States,Jacksonville
CDC,37.70083333,-113.09888889,Cedar City Regional,Utah,UT,United States,Cedar City
APA,39.57,-104.84944444,Centennial,Colorado,CO,United States,Denver
CWS,48.49,-122.83222222,Center Island Airport,Washington,WA,United States,Center Island
JOC,33.66666667,-117.86666667,Centerport Heliport,California,CA,United States,Santa Ana
CEM,65.57388889,-144.78083333,Central Airport,Alaska,AK,United States,Central
BMI,40.47722222,-88.91583333,Central Illinois Regional,Illinois,IL,United States,Bloomington/Normal
UXJ,37.63166667,-84.3325,Central Kentucky Regional,Kentucky,KY,United States,Richmond
GRI,40.9675,-98.30972222,Central Nebraska Regional,Nebraska,NE,United States,Grand Island
CWA,44.7775,-89.66666667,Central Wisconsin,Wisconsin,WI,United States,Mosinee
ENL,38.515,-89.09111111,Centralia Municipal,Illinois,IL,United States,Centralia
CEA,37.64861111,-97.25055556,Cessna Aircraft Field,Kansas,KS,United States,Wichita
CDR,42.8375,-103.09527778,Chadron Municipal,Nebraska,NE,United States,Chadron
CIK,66.645,-143.74,Chalkyitsik Airport,Alaska,AK,United States,Chalkyitsik
CHL,44.52361111,-114.21805556,Challis Airport,Idaho,ID,United States,Challis
QCG,44.51916667,-114.22,Challis Airport,Idaho,ID,United States,Challis
JZG,43.76611111,-99.32111111,Chamberlain Municipal,South Dakota,SD,United States,Chamberlain
YKN,42.91666667,-97.38583333,Chan Gurney Municipal,South Dakota,SD,United States,Yankton
WCR,67.50444444,-148.48333333,Chandalar Lake,Alaska,AK,United States,Chandalar
AXN,45.86638889,-95.39472222,Chandler Field,Minnesota,MN,United States,Alexandria
CHD,33.26916667,-111.81111111,Chandler Municipal,Arizona,AZ,United States,Chandler
YMT,49.77194444,-74.52805556,Chapais,Quebec,QC,Canada,Chibougamau
YLD,47.82027778,-83.34694444,Chapleau Airport,Ontario,ON,Canada,Chapleau
UXL,68.09722222,-165.76388889,Chariot Airport,Alaska,AK,United States,Chariot
MKC,39.12305556,-94.59277778,Charles B. Wheeler Downtown,Missouri,MO,United States,Kansas City
STS,38.50972222,-122.81277778,Charles M. Schulz - Sonoma County,California,CA,United States,Santa Rosa
CHS,32.89861111,-80.04055556,Charleston AFB/International,South Carolina,SC,United States,Charleston
YML,47.5975,-70.22388889,Charlevoix,Quebec,QC,Canada,Murray Bay
CVX,45.30472222,-85.27527778,Charlevoix Municipal,Michigan,MI,United States,Charlevoix
YCL,47.99083333,-66.33027778,Charlo Airport,New Brunswick,NB,Canada,Charlo
SPB,18.33861111,-64.94083333,Charlotte Amalie Harbor Seaplane Base,U.S. Virgin Islands,VI,United States,Charlotte Amalie
CLT,35.21361111,-80.94916667,Charlotte Douglas International,North Carolina,NC,United States,Charlotte
N2C,35.0175,-80.62194444,Charlotte Monroe Executive,North Carolina,NC,United States,Monroe
CHO,38.13972222,-78.45222222,Charlottesville Albemarle,Virginia,VA,United States,Charlottesville
YYG,46.28916667,-63.11527778,Charlottetown Airport,Prince Edward Island,PE,Canada,Charlottetown
CYM,57.51527778,-134.94444444,Chatham Airport,Alaska,AK,United States,Chatham
UBF,41.68833333,-69.98972222,Chatham Municipal,Massachusetts,MA,United States,Chatham
XCM,42.30611111,-82.08166667,Chatham-Kent,Ontario,ON,Canada,Chatham Kent
DKK,42.49388889,-79.27111111,Chautauqua County/Dunkirk,New York,NY,United States,Dunkirk
JHW,42.15333333,-79.25805556,Chautauqua County/Jamestown,New York,NY,United States,Jamestown
UXU,45.65388889,-84.51916667,Cheboygan County,Michigan,MI,United States,Cheboygan
CYF,60.13694444,-164.27916667,Chefornak Airport,Alaska,AK,United States,Chefornak
CLS,46.67694444,-122.98277778,Chehalis Centralia,Washington,WA,United States,Chehalis
WA7,47.83333333,-120.03333333,Chelan Seaplane Landing,Washington,WA,United States,Chelan
OQO,62.43416667,-151.41472222,Chelatna Lake Lodge Airport,Alaska,AK,United States,Chelatna Lake Lodge
CA6,34.52888889,-114.43194444,Chemehuevi Valley Airport,California,CA,United States,Chemehuevi Valley
CEX,65.05194444,-146.0475,Chena Hot Springs Airport,Alaska,AK,United States,Chena Hot Springs
EGA,60.28333333,-148.08333333,Chenega Airport,Alaska,AK,United States,Chenega
NCN,60.07861111,-147.99472222,Chenega Bay,Alaska,AK,United States,Chenega
WQM,30.2125,-93.14333333,Chennault Industrial Airpark,Louisiana,LA,United States,Lake Charles
CWF,30.21055556,-93.14305556,Chennault International,Louisiana,LA,United States,Lake Charles
CQW,34.71083333,-79.96166667,Cheraw Municipal/Lynch Bellinger Field,South Carolina,SC,United States,Cheraw
HCW,34.71277778,-79.95694444,Cheraw Municipal/Lynch Bellinger Field,South Carolina,SC,United States,Cheraw
KCN,53.4,-167.55,Chernofski Harbor,Alaska,AK,United States,Chernofski
JKV,31.86944444,-95.2175,Cherokee County,Texas,TX,United States,Jacksonville
GA6,34.31222222,-84.42222222,Cherokee County,Georgia,GA,United States,Canton
TVC,44.74166667,-85.58194444,Cherry Capital,Michigan,MI,United States,Traverse City
N1C,34.90305556,-76.88083333,Cherry Point MCAS,North Carolina,NC,United States,Cherry Point
PA3,41.51555556,-75.25166667,Cherry Ridge,Pennsylvania,PA,United States,Honesdale
VA2,36.66555556,-76.32055556,Chesapeake Regional,Virginia,VA,United States,Chesapeake
CTH,39.97888889,-75.86555556,Chester County G. O. Carlson,Pennsylvania,PA,United States,Coatesville
YTF,48.50888889,-71.64194444,Chesterfield Inlet,Quebec,QC,Canada,Alma
YCS,63.34722222,-90.73111111,Chesterfield Inlet Airport,Nunavut Territory,NU,Canada,Chesterfield Inlet
VAK,61.54083333,-165.60083333,Chevak Airport,Alaska,AK,United States,Chevak
CYS,41.15555556,-104.81055556,Cheyenne Regional/Jerry Olson Field,Wyoming,WY,United States,Cheyenne
PWK,42.11416667,-87.90166667,Chicago Executive,Illinois,IL,United States,Chicago
CHI,41.87388889,-87.75555556,Chicago Metropolitan Area,Illinois,IL,United States,Chicago
MDW,41.78583333,-87.7525,Chicago Midway International,Illinois,IL,United States,Chicago
ORD,41.97722222,-87.90805556,Chicago O Hare International,Illinois,IL,United States,Chicago
RFD,42.19527778,-89.09722222,Chicago/Rockford International,Illinois,IL,United States,Rockford
CKX,64.06666667,-141.95138889,Chicken Airport,Alaska,AK,United States,Chicken
CIC,39.79527778,-121.85833333,Chico Municipal,California,CA,United States,Chico
KBW,56.28805556,-158.38333333,Chignik Bay,Alaska,AK,United States,Chignik
KCG,56.31138889,-158.37333333,Chignik Bay Airport,Alaska,AK,United States,Chignik Bay
KCL,56.31083333,-158.53444444,Chignik Lagoon Airport,Alaska,AK,United States,Chignik Lagoon
KCQ,56.25555556,-158.77777778,Chignik Lake,Alaska,AK,United States,Chignik
WQZ,56.25555556,-158.77777778,Chignik Lake Airport,Alaska,AK,United States,Chignik Lake
A24,59.33166667,-135.89666667,Chilkat Lake Airport,Alaska,AK,United States,Chilkat Lake
CHZ,42.57944444,-121.87888889,Chiloquin State,Oregon,OR,United States,Chiloquin
